filename,D_u (mm^2/s),D_v (mm^2/s),F (1/s),k (1/s),delta_t (s),delta_x (mm),iterations,image_saved
000774.png,0.11071,0.07143,0.055,0.06429,1.0,1.0,10000,0
000775.png,0.11071,0.07143,0.055,0.06714,1.0,1.0,10000,0
000776.png,0.11071,0.07143,0.055,0.07,1.0,1.0,10000,0
000777.png,0.11071,0.07143,0.06,0.06143,1.0,1.0,10000,1
000778.png,0.11071,0.07143,0.06,0.06429,1.0,1.0,10000,0
000779.png,0.11071,0.07143,0.06,0.06714,1.0,1.0,10000,0
000780.png,0.11071,0.07143,0.06,0.07,1.0,1.0,10000,0
000781.png,0.11071,0.07143,0.065,0.06714,1.0,1.0,10000,0
000782.png,0.11071,0.07143,0.065,0.07,1.0,1.0,10000,0
000783.png,0.11071,0.07143,0.07,0.07,1.0,1.0,10000,0
000784.png,0.11071,0.08214,0.02,0.03,1.0,1.0,10000,1
000785.png,0.11071,0.08214,0.02,0.03286,1.0,1.0,10000,1
000786.png,0.11071,0.08214,0.02,0.03571,1.0,1.0,10000,1
000787.png,0.11071,0.08214,0.02,0.03857,1.0,1.0,10000,1
000788.png,0.11071,0.08214,0.02,0.04143,1.0,1.0,10000,1
000789.png,0.11071,0.08214,0.02,0.04429,1.0,1.0,10000,1
000790.png,0.11071,0.08214,0.02,0.04714,1.0,1.0,10000,1
000791.png,0.11071,0.08214,0.02,0.05,1.0,1.0,10000,0
000792.png,0.11071,0.08214,0.02,0.05286,1.0,1.0,10000,1
000793.png,0.11071,0.08214,0.02,0.05571,1.0,1.0,10000,0
000794.png,0.11071,0.08214,0.02,0.05857,1.0,1.0,10000,0
000795.png,0.11071,0.08214,0.02,0.06143,1.0,1.0,10000,0
000796.png,0.11071,0.08214,0.02,0.06429,1.0,1.0,10000,0
000797.png,0.11071,0.08214,0.02,0.06714,1.0,1.0,10000,0
000798.png,0.11071,0.08214,0.02,0.07,1.0,1.0,10000,0
000799.png,0.11071,0.08214,0.025,0.03,1.0,1.0,10000,1
000800.png,0.11071,0.08214,0.025,0.03286,1.0,1.0,10000,1
000801.png,0.11071,0.08214,0.025,0.03571,1.0,1.0,10000,1
000802.png,0.11071,0.08214,0.025,0.03857,1.0,1.0,10000,1
000803.png,0.11071,0.08214,0.025,0.04143,1.0,1.0,10000,1
000804.png,0.11071,0.08214,0.025,0.04429,1.0,1.0,10000,1
000805.png,0.11071,0.08214,0.025,0.04714,1.0,1.0,10000,1
000806.png,0.11071,0.08214,0.025,0.05,1.0,1.0,10000,1
000807.png,0.11071,0.08214,0.025,0.05286,1.0,1.0,10000,1
000808.png,0.11071,0.08214,0.025,0.05571,1.0,1.0,10000,1
000809.png,0.11071,0.08214,0.025,0.05857,1.0,1.0,10000,0
000810.png,0.11071,0.08214,0.025,0.06143,1.0,1.0,10000,0
000811.png,0.11071,0.08214,0.025,0.06429,1.0,1.0,10000,0
000812.png,0.11071,0.08214,0.025,0.06714,1.0,1.0,10000,0
000813.png,0.11071,0.08214,0.025,0.07,1.0,1.0,10000,0
000814.png,0.11071,0.08214,0.03,0.03286,1.0,1.0,10000,1
000815.png,0.11071,0.08214,0.03,0.03571,1.0,1.0,10000,1
000816.png,0.11071,0.08214,0.03,0.03857,1.0,1.0,10000,1
000817.png,0.11071,0.08214,0.03,0.04143,1.0,1.0,10000,1
000818.png,0.11071,0.08214,0.03,0.04429,1.0,1.0,10000,1
000819.png,0.11071,0.08214,0.03,0.04714,1.0,1.0,10000,1
000820.png,0.11071,0.08214,0.03,0.05,1.0,1.0,10000,1
000821.png,0.11071,0.08214,0.03,0.05286,1.0,1.0,10000,1
000822.png,0.11071,0.08214,0.03,0.05571,1.0,1.0,10000,1
000823.png,0.11071,0.08214,0.03,0.05857,1.0,1.0,10000,0
000824.png,0.11071,0.08214,0.03,0.06143,1.0,1.0,10000,0
000825.png,0.11071,0.08214,0.03,0.06429,1.0,1.0,10000,0
000826.png,0.11071,0.08214,0.03,0.06714,1.0,1.0,10000,0
000827.png,0.11071,0.08214,0.03,0.07,1.0,1.0,10000,0
000828.png,0.11071,0.08214,0.035,0.03571,1.0,1.0,10000,1
000829.png,0.11071,0.08214,0.035,0.03857,1.0,1.0,10000,1
000830.png,0.11071,0.08214,0.035,0.04143,1.0,1.0,10000,1
000831.png,0.11071,0.08214,0.035,0.04429,1.0,1.0,10000,1
000832.png,0.11071,0.08214,0.035,0.04714,1.0,1.0,10000,1
000833.png,0.11071,0.08214,0.035,0.05,1.0,1.0,10000,1
000834.png,0.11071,0.08214,0.035,0.05286,1.0,1.0,10000,1
000835.png,0.11071,0.08214,0.035,0.05571,1.0,1.0,10000,1
000836.png,0.11071,0.08214,0.035,0.05857,1.0,1.0,10000,1
000837.png,0.11071,0.08214,0.035,0.06143,1.0,1.0,10000,0
000838.png,0.11071,0.08214,0.035,0.06429,1.0,1.0,10000,0
000839.png,0.11071,0.08214,0.035,0.06714,1.0,1.0,10000,0
000840.png,0.11071,0.08214,0.035,0.07,1.0,1.0,10000,0
000841.png,0.11071,0.08214,0.04,0.04143,1.0,1.0,10000,1
000842.png,0.11071,0.08214,0.04,0.04429,1.0,1.0,10000,1
000843.png,0.11071,0.08214,0.04,0.04714,1.0,1.0,10000,1
000844.png,0.11071,0.08214,0.04,0.05,1.0,1.0,10000,1
000845.png,0.11071,0.08214,0.04,0.05286,1.0,1.0,10000,1
000846.png,0.11071,0.08214,0.04,0.05571,1.0,1.0,10000,1
000847.png,0.11071,0.08214,0.04,0.05857,1.0,1.0,10000,1
000848.png,0.11071,0.08214,0.04,0.06143,1.0,1.0,10000,0
000849.png,0.11071,0.08214,0.04,0.06429,1.0,1.0,10000,0
000850.png,0.11071,0.08214,0.04,0.06714,1.0,1.0,10000,0
000851.png,0.11071,0.08214,0.04,0.07,1.0,1.0,10000,0
000852.png,0.11071,0.08214,0.045,0.04714,1.0,1.0,10000,1
000853.png,0.11071,0.08214,0.045,0.05,1.0,1.0,10000,1
000854.png,0.11071,0.08214,0.045,0.05286,1.0,1.0,10000,1
000855.png,0.11071,0.08214,0.045,0.05571,1.0,1.0,10000,1
000856.png,0.11071,0.08214,0.045,0.05857,1.0,1.0,10000,1
000857.png,0.11071,0.08214,0.045,0.06143,1.0,1.0,10000,0
000858.png,0.11071,0.08214,0.045,0.06429,1.0,1.0,10000,0
000859.png,0.11071,0.08214,0.045,0.06714,1.0,1.0,10000,0
000860.png,0.11071,0.08214,0.045,0.07,1.0,1.0,10000,0
000861.png,0.11071,0.08214,0.05,0.05,1.0,1.0,10000,1
000862.png,0.11071,0.08214,0.05,0.05286,1.0,1.0,10000,1
000863.png,0.11071,0.08214,0.05,0.05571,1.0,1.0,10000,1
000864.png,0.11071,0.08214,0.05,0.05857,1.0,1.0,10000,1
000865.png,0.11071,0.08214,0.05,0.06143,1.0,1.0,10000,0
000866.png,0.11071,0.08214,0.05,0.06429,1.0,1.0,10000,0
000867.png,0.11071,0.08214,0.05,0.06714,1.0,1.0,10000,0
000868.png,0.11071,0.08214,0.05,0.07,1.0,1.0,10000,0
000869.png,0.11071,0.08214,0.055,0.05571,1.0,1.0,10000,1
000870.png,0.11071,0.08214,0.055,0.05857,1.0,1.0,10000,1
000871.png,0.11071,0.08214,0.055,0.06143,1.0,1.0,10000,0
000872.png,0.11071,0.08214,0.055,0.06429,1.0,1.0,10000,0
000873.png,0.11071,0.08214,0.055,0.06714,1.0,1.0,10000,0
000874.png,0.11071,0.08214,0.055,0.07,1.0,1.0,10000,0
000875.png,0.11071,0.08214,0.06,0.06143,1.0,1.0,10000,0
000876.png,0.11071,0.08214,0.06,0.06429,1.0,1.0,10000,0
000877.png,0.11071,0.08214,0.06,0.06714,1.0,1.0,10000,0
000878.png,0.11071,0.08214,0.06,0.07,1.0,1.0,10000,0
000879.png,0.11071,0.08214,0.065,0.06714,1.0,1.0,10000,0
000880.png,0.11071,0.08214,0.065,0.07,1.0,1.0,10000,0
000881.png,0.11071,0.08214,0.07,0.07,1.0,1.0,10000,0
000882.png,0.11071,0.09286,0.02,0.03,1.0,1.0,10000,1
000883.png,0.11071,0.09286,0.02,0.03286,1.0,1.0,10000,1
000884.png,0.11071,0.09286,0.02,0.03571,1.0,1.0,10000,1
000885.png,0.11071,0.09286,0.02,0.03857,1.0,1.0,10000,1
000886.png,0.11071,0.09286,0.02,0.04143,1.0,1.0,10000,1
000887.png,0.11071,0.09286,0.02,0.04429,1.0,1.0,10000,1
000888.png,0.11071,0.09286,0.02,0.04714,1.0,1.0,10000,0
000889.png,0.11071,0.09286,0.02,0.05,1.0,1.0,10000,0
000890.png,0.11071,0.09286,0.02,0.05286,1.0,1.0,10000,0
000891.png,0.11071,0.09286,0.02,0.05571,1.0,1.0,10000,0
000892.png,0.11071,0.09286,0.02,0.05857,1.0,1.0,10000,0
000893.png,0.11071,0.09286,0.02,0.06143,1.0,1.0,10000,0
000894.png,0.11071,0.09286,0.02,0.06429,1.0,1.0,10000,0
000895.png,0.11071,0.09286,0.02,0.06714,1.0,1.0,10000,0
000896.png,0.11071,0.09286,0.02,0.07,1.0,1.0,10000,0
000897.png,0.11071,0.09286,0.025,0.03,1.0,1.0,10000,1
000898.png,0.11071,0.09286,0.025,0.03286,1.0,1.0,10000,1
000899.png,0.11071,0.09286,0.025,0.03571,1.0,1.0,10000,1
000900.png,0.11071,0.09286,0.025,0.03857,1.0,1.0,10000,1
000901.png,0.11071,0.09286,0.025,0.04143,1.0,1.0,10000,1
000902.png,0.11071,0.09286,0.025,0.04429,1.0,1.0,10000,1
000903.png,0.11071,0.09286,0.025,0.04714,1.0,1.0,10000,1
000904.png,0.11071,0.09286,0.025,0.05,1.0,1.0,10000,1
000905.png,0.11071,0.09286,0.025,0.05286,1.0,1.0,10000,1
000906.png,0.11071,0.09286,0.025,0.05571,1.0,1.0,10000,0
000907.png,0.11071,0.09286,0.025,0.05857,1.0,1.0,10000,0
000908.png,0.11071,0.09286,0.025,0.06143,1.0,1.0,10000,0
000909.png,0.11071,0.09286,0.025,0.06429,1.0,1.0,10000,0
000910.png,0.11071,0.09286,0.025,0.06714,1.0,1.0,10000,0
000911.png,0.11071,0.09286,0.025,0.07,1.0,1.0,10000,0
000912.png,0.11071,0.09286,0.03,0.03286,1.0,1.0,10000,1
000913.png,0.11071,0.09286,0.03,0.03571,1.0,1.0,10000,1
000914.png,0.11071,0.09286,0.03,0.03857,1.0,1.0,10000,1
000915.png,0.11071,0.09286,0.03,0.04143,1.0,1.0,10000,1
000916.png,0.11071,0.09286,0.03,0.04429,1.0,1.0,10000,1
000917.png,0.11071,0.09286,0.03,0.04714,1.0,1.0,10000,1
000918.png,0.11071,0.09286,0.03,0.05,1.0,1.0,10000,1
000919.png,0.11071,0.09286,0.03,0.05286,1.0,1.0,10000,1
000920.png,0.11071,0.09286,0.03,0.05571,1.0,1.0,10000,1
000921.png,0.11071,0.09286,0.03,0.05857,1.0,1.0,10000,0
000922.png,0.11071,0.09286,0.03,0.06143,1.0,1.0,10000,0
000923.png,0.11071,0.09286,0.03,0.06429,1.0,1.0,10000,0
000924.png,0.11071,0.09286,0.03,0.06714,1.0,1.0,10000,0
000925.png,0.11071,0.09286,0.03,0.07,1.0,1.0,10000,0
000926.png,0.11071,0.09286,0.035,0.03571,1.0,1.0,10000,1
000927.png,0.11071,0.09286,0.035,0.03857,1.0,1.0,10000,1
000928.png,0.11071,0.09286,0.035,0.04143,1.0,1.0,10000,1
000929.png,0.11071,0.09286,0.035,0.04429,1.0,1.0,10000,1
000930.png,0.11071,0.09286,0.035,0.04714,1.0,1.0,10000,1
000931.png,0.11071,0.09286,0.035,0.05,1.0,1.0,10000,1
000932.png,0.11071,0.09286,0.035,0.05286,1.0,1.0,10000,1
000933.png,0.11071,0.09286,0.035,0.05571,1.0,1.0,10000,1
000934.png,0.11071,0.09286,0.035,0.05857,1.0,1.0,10000,0
000935.png,0.11071,0.09286,0.035,0.06143,1.0,1.0,10000,0
000936.png,0.11071,0.09286,0.035,0.06429,1.0,1.0,10000,0
000937.png,0.11071,0.09286,0.035,0.06714,1.0,1.0,10000,0
000938.png,0.11071,0.09286,0.035,0.07,1.0,1.0,10000,0
000939.png,0.11071,0.09286,0.04,0.04143,1.0,1.0,10000,1
000940.png,0.11071,0.09286,0.04,0.04429,1.0,1.0,10000,1
000941.png,0.11071,0.09286,0.04,0.04714,1.0,1.0,10000,1
000942.png,0.11071,0.09286,0.04,0.05,1.0,1.0,10000,1
000943.png,0.11071,0.09286,0.04,0.05286,1.0,1.0,10000,1
000944.png,0.11071,0.09286,0.04,0.05571,1.0,1.0,10000,1
000945.png,0.11071,0.09286,0.04,0.05857,1.0,1.0,10000,1
000946.png,0.11071,0.09286,0.04,0.06143,1.0,1.0,10000,0
000947.png,0.11071,0.09286,0.04,0.06429,1.0,1.0,10000,0
000948.png,0.11071,0.09286,0.04,0.06714,1.0,1.0,10000,0
000949.png,0.11071,0.09286,0.04,0.07,1.0,1.0,10000,0
000950.png,0.11071,0.09286,0.045,0.04714,1.0,1.0,10000,1
000951.png,0.11071,0.09286,0.045,0.05,1.0,1.0,10000,1
000952.png,0.11071,0.09286,0.045,0.05286,1.0,1.0,10000,1
000953.png,0.11071,0.09286,0.045,0.05571,1.0,1.0,10000,1
000954.png,0.11071,0.09286,0.045,0.05857,1.0,1.0,10000,1
000955.png,0.11071,0.09286,0.045,0.06143,1.0,1.0,10000,0
000956.png,0.11071,0.09286,0.045,0.06429,1.0,1.0,10000,0
000957.png,0.11071,0.09286,0.045,0.06714,1.0,1.0,10000,0
000958.png,0.11071,0.09286,0.045,0.07,1.0,1.0,10000,0
000959.png,0.11071,0.09286,0.05,0.05,1.0,1.0,10000,1
000960.png,0.11071,0.09286,0.05,0.05286,1.0,1.0,10000,1
000961.png,0.11071,0.09286,0.05,0.05571,1.0,1.0,10000,1
000962.png,0.11071,0.09286,0.05,0.05857,1.0,1.0,10000,1
000963.png,0.11071,0.09286,0.05,0.06143,1.0,1.0,10000,0
000964.png,0.11071,0.09286,0.05,0.06429,1.0,1.0,10000,0
000965.png,0.11071,0.09286,0.05,0.06714,1.0,1.0,10000,0
000966.png,0.11071,0.09286,0.05,0.07,1.0,1.0,10000,0
000967.png,0.11071,0.09286,0.055,0.05571,1.0,1.0,10000,1
000968.png,0.11071,0.09286,0.055,0.05857,1.0,1.0,10000,1
000969.png,0.11071,0.09286,0.055,0.06143,1.0,1.0,10000,0
000970.png,0.11071,0.09286,0.055,0.06429,1.0,1.0,10000,0
000971.png,0.11071,0.09286,0.055,0.06714,1.0,1.0,10000,0
000972.png,0.11071,0.09286,0.055,0.07,1.0,1.0,10000,0
000973.png,0.11071,0.09286,0.06,0.06143,1.0,1.0,10000,0
000974.png,0.11071,0.09286,0.06,0.06429,1.0,1.0,10000,0
000975.png,0.11071,0.09286,0.06,0.06714,1.0,1.0,10000,0
000976.png,0.11071,0.09286,0.06,0.07,1.0,1.0,10000,0
000977.png,0.11071,0.09286,0.065,0.06714,1.0,1.0,10000,0
000978.png,0.11071,0.09286,0.065,0.07,1.0,1.0,10000,0
000979.png,0.11071,0.09286,0.07,0.07,1.0,1.0,10000,0
000980.png,0.11071,0.10357,0.02,0.03,1.0,1.0,10000,1
000981.png,0.11071,0.10357,0.02,0.03286,1.0,1.0,10000,1
000982.png,0.11071,0.10357,0.02,0.03571,1.0,1.0,10000,1
000983.png,0.11071,0.10357,0.02,0.03857,1.0,1.0,10000,1
000984.png,0.11071,0.10357,0.02,0.04143,1.0,1.0,10000,1
000985.png,0.11071,0.10357,0.02,0.04429,1.0,1.0,10000,1
000986.png,0.11071,0.10357,0.02,0.04714,1.0,1.0,10000,0
000987.png,0.11071,0.10357,0.02,0.05,1.0,1.0,10000,0
000988.png,0.11071,0.10357,0.02,0.05286,1.0,1.0,10000,0
000989.png,0.11071,0.10357,0.02,0.05571,1.0,1.0,10000,0
000990.png,0.11071,0.10357,0.02,0.05857,1.0,1.0,10000,0
000991.png,0.11071,0.10357,0.02,0.06143,1.0,1.0,10000,0
000992.png,0.11071,0.10357,0.02,0.06429,1.0,1.0,10000,0
000993.png,0.11071,0.10357,0.02,0.06714,1.0,1.0,10000,0
000994.png,0.11071,0.10357,0.02,0.07,1.0,1.0,10000,0
000995.png,0.11071,0.10357,0.025,0.03,1.0,1.0,10000,1
000996.png,0.11071,0.10357,0.025,0.03286,1.0,1.0,10000,1
000997.png,0.11071,0.10357,0.025,0.03571,1.0,1.0,10000,1
000998.png,0.11071,0.10357,0.025,0.03857,1.0,1.0,10000,1
000999.png,0.11071,0.10357,0.025,0.04143,1.0,1.0,10000,1
001000.png,0.11071,0.10357,0.025,0.04429,1.0,1.0,10000,1
001001.png,0.11071,0.10357,0.025,0.04714,1.0,1.0,10000,1
001002.png,0.11071,0.10357,0.025,0.05,1.0,1.0,10000,1
001003.png,0.11071,0.10357,0.025,0.05286,1.0,1.0,10000,1
001004.png,0.11071,0.10357,0.025,0.05571,1.0,1.0,10000,0
001005.png,0.11071,0.10357,0.025,0.05857,1.0,1.0,10000,0
001006.png,0.11071,0.10357,0.025,0.06143,1.0,1.0,10000,0
001007.png,0.11071,0.10357,0.025,0.06429,1.0,1.0,10000,0
001008.png,0.11071,0.10357,0.025,0.06714,1.0,1.0,10000,0
001009.png,0.11071,0.10357,0.025,0.07,1.0,1.0,10000,0
001010.png,0.11071,0.10357,0.03,0.03286,1.0,1.0,10000,1
001011.png,0.11071,0.10357,0.03,0.03571,1.0,1.0,10000,1
001012.png,0.11071,0.10357,0.03,0.03857,1.0,1.0,10000,1
001013.png,0.11071,0.10357,0.03,0.04143,1.0,1.0,10000,1
001014.png,0.11071,0.10357,0.03,0.04429,1.0,1.0,10000,1
001015.png,0.11071,0.10357,0.03,0.04714,1.0,1.0,10000,1
001016.png,0.11071,0.10357,0.03,0.05,1.0,1.0,10000,1
001017.png,0.11071,0.10357,0.03,0.05286,1.0,1.0,10000,1
001018.png,0.11071,0.10357,0.03,0.05571,1.0,1.0,10000,0
001019.png,0.11071,0.10357,0.03,0.05857,1.0,1.0,10000,0
001020.png,0.11071,0.10357,0.03,0.06143,1.0,1.0,10000,0
001021.png,0.11071,0.10357,0.03,0.06429,1.0,1.0,10000,0
001022.png,0.11071,0.10357,0.03,0.06714,1.0,1.0,10000,0
001023.png,0.11071,0.10357,0.03,0.07,1.0,1.0,10000,0
001024.png,0.11071,0.10357,0.035,0.03571,1.0,1.0,10000,1
001025.png,0.11071,0.10357,0.035,0.03857,1.0,1.0,10000,1
001026.png,0.11071,0.10357,0.035,0.04143,1.0,1.0,10000,1
001027.png,0.11071,0.10357,0.035,0.04429,1.0,1.0,10000,1
001028.png,0.11071,0.10357,0.035,0.04714,1.0,1.0,10000,1
001029.png,0.11071,0.10357,0.035,0.05,1.0,1.0,10000,1
001030.png,0.11071,0.10357,0.035,0.05286,1.0,1.0,10000,1
001031.png,0.11071,0.10357,0.035,0.05571,1.0,1.0,10000,1
001032.png,0.11071,0.10357,0.035,0.05857,1.0,1.0,10000,0
001033.png,0.11071,0.10357,0.035,0.06143,1.0,1.0,10000,0
001034.png,0.11071,0.10357,0.035,0.06429,1.0,1.0,10000,0
001035.png,0.11071,0.10357,0.035,0.06714,1.0,1.0,10000,0
001036.png,0.11071,0.10357,0.035,0.07,1.0,1.0,10000,0
001037.png,0.11071,0.10357,0.04,0.04143,1.0,1.0,10000,1
001038.png,0.11071,0.10357,0.04,0.04429,1.0,1.0,10000,1
001039.png,0.11071,0.10357,0.04,0.04714,1.0,1.0,10000,1
001040.png,0.11071,0.10357,0.04,0.05,1.0,1.0,10000,1
001041.png,0.11071,0.10357,0.04,0.05286,1.0,1.0,10000,1
001042.png,0.11071,0.10357,0.04,0.05571,1.0,1.0,10000,1
001043.png,0.11071,0.10357,0.04,0.05857,1.0,1.0,10000,0
001044.png,0.11071,0.10357,0.04,0.06143,1.0,1.0,10000,0
001045.png,0.11071,0.10357,0.04,0.06429,1.0,1.0,10000,0
001046.png,0.11071,0.10357,0.04,0.06714,1.0,1.0,10000,0
001047.png,0.11071,0.10357,0.04,0.07,1.0,1.0,10000,0
001048.png,0.11071,0.10357,0.045,0.04714,1.0,1.0,10000,1
001049.png,0.11071,0.10357,0.045,0.05,1.0,1.0,10000,1
001050.png,0.11071,0.10357,0.045,0.05286,1.0,1.0,10000,1
001051.png,0.11071,0.10357,0.045,0.05571,1.0,1.0,10000,1
001052.png,0.11071,0.10357,0.045,0.05857,1.0,1.0,10000,0
001053.png,0.11071,0.10357,0.045,0.06143,1.0,1.0,10000,0
001054.png,0.11071,0.10357,0.045,0.06429,1.0,1.0,10000,0
001055.png,0.11071,0.10357,0.045,0.06714,1.0,1.0,10000,0
001056.png,0.11071,0.10357,0.045,0.07,1.0,1.0,10000,0
001057.png,0.11071,0.10357,0.05,0.05,1.0,1.0,10000,1
001058.png,0.11071,0.10357,0.05,0.05286,1.0,1.0,10000,1
001059.png,0.11071,0.10357,0.05,0.05571,1.0,1.0,10000,1
001060.png,0.11071,0.10357,0.05,0.05857,1.0,1.0,10000,0
001061.png,0.11071,0.10357,0.05,0.06143,1.0,1.0,10000,0
001062.png,0.11071,0.10357,0.05,0.06429,1.0,1.0,10000,0
001063.png,0.11071,0.10357,0.05,0.06714,1.0,1.0,10000,0
001064.png,0.11071,0.10357,0.05,0.07,1.0,1.0,10000,0
001065.png,0.11071,0.10357,0.055,0.05571,1.0,1.0,10000,1
001066.png,0.11071,0.10357,0.055,0.05857,1.0,1.0,10000,0
001067.png,0.11071,0.10357,0.055,0.06143,1.0,1.0,10000,0
001068.png,0.11071,0.10357,0.055,0.06429,1.0,1.0,10000,0
001069.png,0.11071,0.10357,0.055,0.06714,1.0,1.0,10000,0
001070.png,0.11071,0.10357,0.055,0.07,1.0,1.0,10000,0
001071.png,0.11071,0.10357,0.06,0.06143,1.0,1.0,10000,0
001072.png,0.11071,0.10357,0.06,0.06429,1.0,1.0,10000,0
001073.png,0.11071,0.10357,0.06,0.06714,1.0,1.0,10000,0
001074.png,0.11071,0.10357,0.06,0.07,1.0,1.0,10000,0
001075.png,0.11071,0.10357,0.065,0.06714,1.0,1.0,10000,0
001076.png,0.11071,0.10357,0.065,0.07,1.0,1.0,10000,0
001077.png,0.11071,0.10357,0.07,0.07,1.0,1.0,10000,0
001078.png,0.12143,0.05,0.02,0.03,1.0,1.0,10000,1
001079.png,0.12143,0.05,0.02,0.03286,1.0,1.0,10000,1
001080.png,0.12143,0.05,0.02,0.03571,1.0,1.0,10000,1
001081.png,0.12143,0.05,0.02,0.03857,1.0,1.0,10000,1
001082.png,0.12143,0.05,0.02,0.04143,1.0,1.0,10000,1
001083.png,0.12143,0.05,0.02,0.04429,1.0,1.0,10000,1
001084.png,0.12143,0.05,0.02,0.04714,1.0,1.0,10000,1
001085.png,0.12143,0.05,0.02,0.05,1.0,1.0,10000,1
001086.png,0.12143,0.05,0.02,0.05286,1.0,1.0,10000,1
001087.png,0.12143,0.05,0.02,0.05571,1.0,1.0,10000,1
001088.png,0.12143,0.05,0.02,0.05857,1.0,1.0,10000,1
001089.png,0.12143,0.05,0.02,0.06143,1.0,1.0,10000,1
001090.png,0.12143,0.05,0.02,0.06429,1.0,1.0,10000,0
001091.png,0.12143,0.05,0.02,0.06714,1.0,1.0,10000,0
001092.png,0.12143,0.05,0.02,0.07,1.0,1.0,10000,0
001093.png,0.12143,0.05,0.025,0.03,1.0,1.0,10000,1
001094.png,0.12143,0.05,0.025,0.03286,1.0,1.0,10000,1
001095.png,0.12143,0.05,0.025,0.03571,1.0,1.0,10000,1
001096.png,0.12143,0.05,0.025,0.03857,1.0,1.0,10000,1
001097.png,0.12143,0.05,0.025,0.04143,1.0,1.0,10000,1
001098.png,0.12143,0.05,0.025,0.04429,1.0,1.0,10000,1
001099.png,0.12143,0.05,0.025,0.04714,1.0,1.0,10000,1
001100.png,0.12143,0.05,0.025,0.05,1.0,1.0,10000,1
001101.png,0.12143,0.05,0.025,0.05286,1.0,1.0,10000,1
001102.png,0.12143,0.05,0.025,0.05571,1.0,1.0,10000,1
001103.png,0.12143,0.05,0.025,0.05857,1.0,1.0,10000,1
001104.png,0.12143,0.05,0.025,0.06143,1.0,1.0,10000,1
001105.png,0.12143,0.05,0.025,0.06429,1.0,1.0,10000,1
001106.png,0.12143,0.05,0.025,0.06714,1.0,1.0,10000,1
001107.png,0.12143,0.05,0.025,0.07,1.0,1.0,10000,0
001108.png,0.12143,0.05,0.03,0.03286,1.0,1.0,10000,1
001109.png,0.12143,0.05,0.03,0.03571,1.0,1.0,10000,1
001110.png,0.12143,0.05,0.03,0.03857,1.0,1.0,10000,1
001111.png,0.12143,0.05,0.03,0.04143,1.0,1.0,10000,1
001112.png,0.12143,0.05,0.03,0.04429,1.0,1.0,10000,1
001113.png,0.12143,0.05,0.03,0.04714,1.0,1.0,10000,1
001114.png,0.12143,0.05,0.03,0.05,1.0,1.0,10000,1
001115.png,0.12143,0.05,0.03,0.05286,1.0,1.0,10000,1
001116.png,0.12143,0.05,0.03,0.05571,1.0,1.0,10000,1
001117.png,0.12143,0.05,0.03,0.05857,1.0,1.0,10000,1
001118.png,0.12143,0.05,0.03,0.06143,1.0,1.0,10000,1
001119.png,0.12143,0.05,0.03,0.06429,1.0,1.0,10000,1
001120.png,0.12143,0.05,0.03,0.06714,1.0,1.0,10000,1
001121.png,0.12143,0.05,0.03,0.07,1.0,1.0,10000,0
001122.png,0.12143,0.05,0.035,0.03571,1.0,1.0,10000,1
001123.png,0.12143,0.05,0.035,0.03857,1.0,1.0,10000,1
001124.png,0.12143,0.05,0.035,0.04143,1.0,1.0,10000,1
001125.png,0.12143,0.05,0.035,0.04429,1.0,1.0,10000,1
001126.png,0.12143,0.05,0.035,0.04714,1.0,1.0,10000,1
001127.png,0.12143,0.05,0.035,0.05,1.0,1.0,10000,1
001128.png,0.12143,0.05,0.035,0.05286,1.0,1.0,10000,1
001129.png,0.12143,0.05,0.035,0.05571,1.0,1.0,10000,1
001130.png,0.12143,0.05,0.035,0.05857,1.0,1.0,10000,1
001131.png,0.12143,0.05,0.035,0.06143,1.0,1.0,10000,1
001132.png,0.12143,0.05,0.035,0.06429,1.0,1.0,10000,1
001133.png,0.12143,0.05,0.035,0.06714,1.0,1.0,10000,1
001134.png,0.12143,0.05,0.035,0.07,1.0,1.0,10000,1
001135.png,0.12143,0.05,0.04,0.04143,1.0,1.0,10000,1
001136.png,0.12143,0.05,0.04,0.04429,1.0,1.0,10000,1
001137.png,0.12143,0.05,0.04,0.04714,1.0,1.0,10000,1
001138.png,0.12143,0.05,0.04,0.05,1.0,1.0,10000,1
001139.png,0.12143,0.05,0.04,0.05286,1.0,1.0,10000,1
001140.png,0.12143,0.05,0.04,0.05571,1.0,1.0,10000,1
001141.png,0.12143,0.05,0.04,0.05857,1.0,1.0,10000,1
001142.png,0.12143,0.05,0.04,0.06143,1.0,1.0,10000,1
001143.png,0.12143,0.05,0.04,0.06429,1.0,1.0,10000,1
001144.png,0.12143,0.05,0.04,0.06714,1.0,1.0,10000,1
001145.png,0.12143,0.05,0.04,0.07,1.0,1.0,10000,1
001146.png,0.12143,0.05,0.045,0.04714,1.0,1.0,10000,1
001147.png,0.12143,0.05,0.045,0.05,1.0,1.0,10000,1
001148.png,0.12143,0.05,0.045,0.05286,1.0,1.0,10000,1
001149.png,0.12143,0.05,0.045,0.05571,1.0,1.0,10000,1
001150.png,0.12143,0.05,0.045,0.05857,1.0,1.0,10000,1
001151.png,0.12143,0.05,0.045,0.06143,1.0,1.0,10000,1
001152.png,0.12143,0.05,0.045,0.06429,1.0,1.0,10000,1
001153.png,0.12143,0.05,0.045,0.06714,1.0,1.0,10000,1
